Player,Pos,Age,Tm,G2019,GS,MP,FG,FGA,FGpct,3P,3PA,3Ppct,2P,2PA,2Ppct,eFGpct,FT,FTA,FTpct,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,zAge,zGPlayed,zMP,zFG,zFGA,zFGpct,z3P,z3PA,z3Ppct,z2P,z2PA,z2Ppct,zeFGpct,zFT,zFTA,zFTpct,zTRB,zAST,zSTL,zBLK,zPTS,puntPctFV,puntASTFV
Thabo Sefolosha,PF,35,HOU,41,0,436,37,91,0.407,15,54,0.278,22,37,0.595,0.489,3,8,0.375,21,72,93,25,24,12,15,43,92,2.29,-0.06,-0.73,-0.83,-0.81,-0.35,-0.62,-0.57,-0.13,-0.79,-0.83,0.72,-0.17,-0.77,-0.77,-1.57,-0.52,-0.64,-0.25,-0.31,-0.83,47.33,49.35
Collin Sexton,SG,21,CLE,65,65,2143,513,1086,0.472,97,255,0.38,416,831,0.501,0.517,226,267,0.846,61,143,204,192,65,7,158,142,1349,-1.11,1,1.62,2.29,2.25,0.25,0.88,0.82,0.58,2.56,2.79,-0.04,0.09,1.74,1.59,0.65,0.15,0.84,1.28,-0.51,2.11,369.72,368.1
Landry Shamet,SG,22,LAC,53,30,1452,158,391,0.404,111,296,0.375,47,95,0.495,0.546,65,76,0.855,6,94,100,99,20,10,42,142,492,-0.86,0.47,0.67,-0.04,0.11,-0.37,1.13,1.11,0.54,-0.58,-0.56,-0.09,0.36,-0.07,-0.15,0.69,-0.48,0.01,-0.4,-0.39,0.1,161,163.95
Marial Shayok,SG,24,PHI,4,0,28,3,12,0.25,2,6,0.333,1,6,0.167,0.333,3,4,0.75,1,6,7,1,0,1,3,4,11,-0.38,-1.69,-1.3,-1.05,-1.06,-1.78,-0.85,-0.91,0.25,-0.97,-0.97,-2.75,-1.62,-0.77,-0.81,0.2,-1.04,-0.86,-1.14,-0.76,-1.02,4.6,4.98
Iman Shumpert,SG,29,BRK,13,0,241,21,64,0.328,8,33,0.242,13,31,0.419,0.391,4,7,0.571,9,25,34,12,12,2,10,21,54,0.83,-1.3,-1,-0.94,-0.9,-1.07,-0.74,-0.72,-0.38,-0.86,-0.86,-0.71,-1.08,-0.76,-0.78,-0.65,-0.88,-0.76,-0.69,-0.72,-0.92,24.25,25.15
Pascal Siakam,PF,25,TOR,60,60,2110,500,1104,0.453,131,365,0.359,369,739,0.499,0.512,240,303,0.792,64,375,439,207,61,53,148,170,1371,-0.14,0.78,1.58,2.21,2.3,0.07,1.5,1.58,0.43,2.16,2.37,-0.06,0.05,1.9,1.92,0.4,1.57,0.97,1.13,1.35,2.17,420.2,428.12
Chris Silva,PF,23,MIA,44,0,346,48,78,0.615,0,3,0,48,75,0.64,0.615,37,55,0.673,60,66,126,23,9,21,32,85,133,-0.62,0.07,-0.86,-0.76,-0.85,1.55,-0.89,-0.93,-2.04,-0.57,-0.66,1.08,1,-0.39,-0.34,-0.17,-0.32,-0.66,-0.81,0.06,-0.74,51.62,54.1
Ben Simmons,PG,23,PHI,57,57,2017,375,647,0.58,2,7,0.286,373,640,0.583,0.581,185,298,0.621,113,331,444,455,119,33,200,186,937,-0.62,0.65,1.45,1.39,0.9,1.23,-0.85,-0.9,-0.07,2.2,1.92,0.62,0.69,1.28,1.87,-0.41,1.6,3.16,3.29,0.54,1.15,325.47,291.17
Anfernee Simons,SG,20,POR,70,4,1449,214,536,0.399,75,226,0.332,139,310,0.448,0.469,76,92,0.826,25,127,152,97,26,10,61,135,579,-1.35,1.22,0.66,0.33,0.56,-0.42,0.48,0.62,0.25,0.21,0.41,-0.47,-0.35,0.05,-0,0.56,-0.17,-0.01,-0.17,-0.39,0.31,187.95,190.35
Alen Smailagić,PF,19,GSW,14,0,139,20,40,0.5,3,13,0.231,17,27,0.63,0.538,16,19,0.842,10,17,27,13,3,4,11,14,59,-1.59,-1.25,-1.14,-0.94,-0.97,0.5,-0.84,-0.86,-0.45,-0.83,-0.87,1,0.29,-0.63,-0.67,0.63,-0.92,-0.75,-1.03,-0.63,-0.91,19.73,19.82
Marcus Smart,SG,25,BOS,60,40,1919,256,682,0.375,137,395,0.347,119,287,0.415,0.476,127,152,0.836,42,183,225,291,101,29,103,162,776,-0.14,0.78,1.31,0.61,1,-0.64,1.6,1.79,0.35,0.04,0.31,-0.74,-0.29,0.63,0.54,0.6,0.28,1.71,2.62,0.38,0.77,287.7,277.3
Dennis Smith Jr.,PG,22,NYK,34,3,537,72,211,0.341,16,54,0.296,56,157,0.357,0.379,27,53,0.509,21,57,78,98,28,8,58,65,187,-0.86,-0.37,-0.59,-0.6,-0.44,-0.95,-0.6,-0.57,-0,-0.5,-0.28,-1.21,-1.19,-0.5,-0.36,-0.94,-0.61,0,-0.1,-0.47,-0.61,79.15,72.83
Ish Smith,PG,31,WAS,68,23,1787,308,689,0.447,62,169,0.367,246,520,0.473,0.492,62,86,0.721,30,189,219,334,59,30,95,106,740,1.32,1.13,1.13,0.95,1.03,0.02,0.24,0.22,0.49,1.12,1.37,-0.27,-0.14,-0.11,-0.06,0.06,0.24,2.09,1.06,0.42,0.69,263.55,237.43
J.R. Smith,SG,34,LAL,6,0,79,7,22,0.318,1,11,0.091,6,11,0.545,0.341,2,2,1,0,5,5,3,1,0,4,5,17,2.05,-1.61,-1.23,-1.03,-1.03,-1.16,-0.87,-0.87,-1.42,-0.92,-0.95,0.31,-1.54,-0.79,-0.83,1.38,-1.06,-0.84,-1.1,-0.8,-1.01,6.6,6.73
Zhaire Smith,SG,20,PHI,7,0,32,3,11,0.273,0,3,0,3,8,0.375,0.273,2,4,0.5,0,2,2,2,3,0,2,4,8,-1.35,-1.56,-1.29,-1.05,-1.06,-1.57,-0.89,-0.93,-2.04,-0.95,-0.96,-1.06,-2.17,-0.79,-0.81,-0.98,-1.08,-0.85,-1.03,-0.8,-1.03,3.75,3.8
Tony Snell,SF,28,DET,59,57,1641,170,382,0.445,102,254,0.402,68,128,0.531,0.579,32,32,1,9,102,111,127,32,15,31,101,474,0.59,0.74,0.93,0.04,0.08,-0,0.97,0.81,0.73,-0.4,-0.41,0.2,0.67,-0.45,-0.55,1.38,-0.41,0.26,0.05,-0.19,0.06,161.2,158.98
Omari Spellman,PF,22,GSW,49,3,886,127,295,0.431,43,110,0.391,84,185,0.454,0.503,73,92,0.793,77,142,219,47,33,24,54,63,370,-0.86,0.29,-0.11,-0.24,-0.19,-0.13,-0.11,-0.18,0.65,-0.26,-0.15,-0.42,-0.04,0.02,-0,0.4,0.24,-0.45,0.09,0.18,-0.18,131.9,139.05
Max Strus,SG,23,CHI,2,0,6,2,3,0.667,0,1,0,2,2,1,0.667,1,1,1,1,0,1,0,0,0,0,1,5,-0.62,-1.78,-1.33,-1.06,-1.08,2.03,-0.89,-0.94,-2.04,-0.96,-0.99,4,1.48,-0.8,-0.83,1.38,-1.08,-0.86,-1.14,-0.8,-1.04,1.27,1.35
Edmond Sumner,PG,24,IND,31,3,447,61,142,0.43,14,53,0.264,47,89,0.528,0.479,16,29,0.552,11,35,46,55,15,9,22,44,152,-0.38,-0.5,-0.72,-0.67,-0.66,-0.14,-0.64,-0.58,-0.22,-0.58,-0.59,0.17,-0.26,-0.63,-0.58,-0.74,-0.81,-0.38,-0.58,-0.43,-0.69,55.93,53.2
Caleb Swanigan,PF,22,TOT,27,1,288,28,47,0.596,0,2,0,28,45,0.622,0.596,9,17,0.529,27,73,100,31,3,7,37,62,65,-0.86,-0.68,-0.94,-0.89,-0.95,1.38,-0.89,-0.93,-2.04,-0.74,-0.79,0.94,0.82,-0.71,-0.69,-0.85,-0.48,-0.59,-1.03,-0.51,-0.9,33,32.35
Jayson Tatum,PF,21,BOS,66,66,2265,552,1226,0.45,189,469,0.403,363,757,0.48,0.527,254,313,0.812,64,396,460,200,93,57,155,136,1547,-1.11,1.05,1.79,2.55,2.68,0.05,2.55,2.31,0.74,2.11,2.45,-0.21,0.18,2.06,2.01,0.49,1.7,0.91,2.32,1.52,2.58,472.35,486.88
Jeff Teague,PG,31,TOT,59,17,1464,213,489,0.436,43,117,0.368,170,372,0.457,0.48,172,197,0.873,27,115,142,308,44,19,116,106,641,1.32,0.74,0.68,0.32,0.41,-0.08,-0.11,-0.14,0.49,0.47,0.7,-0.4,-0.25,1.14,0.95,0.78,-0.23,1.86,0.5,-0.03,0.45,212.65,188.2
Garrett Temple,SG,33,BRK,62,35,1730,222,587,0.378,127,386,0.329,95,201,0.473,0.486,70,87,0.805,29,189,218,156,49,29,62,108,641,1.81,0.87,1.05,0.38,0.71,-0.61,1.42,1.73,0.22,-0.17,-0.08,-0.27,-0.2,-0.02,-0.05,0.46,0.23,0.52,0.68,0.38,0.45,234.15,237.05
Daniel Theis,C,27,BOS,65,64,1566,241,426,0.566,32,96,0.333,209,330,0.633,0.603,87,114,0.763,140,286,426,111,37,84,54,219,601,0.35,1,0.82,0.51,0.22,1.1,-0.31,-0.28,0.25,0.8,0.51,1.02,0.89,0.18,0.2,0.26,1.49,0.12,0.24,2.61,0.36,215.7,221.55
Isaiah Thomas,PG,30,WAS,40,37,925,174,426,0.408,78,189,0.413,96,237,0.405,0.5,62,76,0.816,11,57,68,146,13,6,77,77,488,1.08,-0.1,-0.06,0.07,0.22,-0.34,0.53,0.36,0.8,-0.16,0.08,-0.82,-0.07,-0.11,-0.15,0.51,-0.68,0.43,-0.66,-0.55,0.09,154.88,147.38
Khyri Thomas,SG,23,DET,8,0,61,5,17,0.294,5,14,0.357,0,3,0,0.441,2,4,0.5,1,0,1,3,3,0,3,9,17,-0.62,-1.52,-1.25,-1.04,-1.04,-1.38,-0.8,-0.85,0.42,-0.98,-0.98,-4.1,-0.61,-0.79,-0.81,-0.98,-1.08,-0.84,-1.03,-0.8,-1.01,6.6,6.9
Lance Thomas,SF,31,BRK,7,4,98,8,23,0.348,4,13,0.308,4,10,0.4,0.435,4,4,1,2,11,13,6,0,0,6,11,24,1.32,-1.56,-1.2,-1.02,-1.02,-0.89,-0.82,-0.86,0.08,-0.94,-0.95,-0.86,-0.67,-0.76,-0.81,1.38,-1.01,-0.81,-1.14,-0.8,-0.99,9.35,9.45
Matt Thomas,SG,25,TOR,41,1,440,73,150,0.487,47,99,0.475,26,51,0.51,0.643,9,12,0.75,9,52,61,22,10,1,16,38,202,-0.14,-0.06,-0.73,-0.59,-0.63,0.38,-0.03,-0.26,1.23,-0.75,-0.76,0.03,1.26,-0.71,-0.73,0.2,-0.72,-0.67,-0.77,-0.76,-0.58,65.02,68.02
Tristan Thompson,C,28,CLE,57,51,1721,288,562,0.512,9,23,0.391,279,539,0.518,0.52,99,161,0.615,226,351,577,120,33,50,103,124,684,0.59,0.65,1.04,0.82,0.64,0.61,-0.73,-0.79,0.65,1.4,1.46,0.09,0.12,0.31,0.62,-0.44,2.41,0.2,0.09,1.23,0.55,249.55,255.88
Sindarius Thornwell,SG,25,NOP,2,0,35,6,11,0.545,2,4,0.5,4,7,0.571,0.636,2,4,0.5,0,4,4,4,1,1,2,2,16,-0.14,-1.78,-1.29,-1.03,-1.06,0.91,-0.85,-0.92,1.4,-0.94,-0.96,0.52,1.2,-0.79,-0.81,-0.98,-1.06,-0.83,-1.1,-0.76,-1.01,5,4.9
Matisse Thybulle,SG,22,PHI,65,14,1287,112,265,0.423,56,157,0.357,56,108,0.519,0.528,25,41,0.61,44,63,107,79,94,47,51,141,305,-0.86,1,0.44,-0.34,-0.28,-0.2,0.13,0.14,0.42,-0.5,-0.51,0.1,0.19,-0.53,-0.47,-0.46,-0.44,-0.16,2.36,1.11,-0.33,124.85,127.52
Anthony Tolliver,PF,34,TOT,55,13,872,65,182,0.357,49,145,0.338,16,37,0.432,0.492,21,29,0.724,34,120,154,42,19,11,34,74,200,2.05,0.56,-0.13,-0.65,-0.53,-0.8,0,0.06,0.29,-0.84,-0.83,-0.6,-0.14,-0.57,-0.58,0.07,-0.15,-0.49,-0.43,-0.35,-0.58,88.45,93.38
Juan Toscano-Anderson,SF,26,GSW,13,6,272,29,63,0.46,8,23,0.348,21,40,0.525,0.524,3,5,0.6,9,43,52,26,13,5,16,30,69,0.11,-1.3,-0.96,-0.88,-0.9,0.14,-0.74,-0.79,0.36,-0.8,-0.81,0.15,0.16,-0.77,-0.8,-0.51,-0.77,-0.63,-0.66,-0.59,-0.89,29.98,29.38
Karl-Anthony Towns,C,24,MIN,35,35,1187,316,622,0.508,114,277,0.412,202,345,0.586,0.6,180,226,0.796,95,283,378,153,33,42,110,117,926,-0.38,-0.32,0.3,1,0.82,0.57,1.19,0.97,0.8,0.74,0.57,0.64,0.86,1.23,1.22,0.41,1.2,0.49,0.09,0.91,1.12,287.22,294.85
Gary Trent Jr.,SG,21,POR,61,8,1332,196,441,0.444,112,268,0.418,84,173,0.486,0.571,37,45,0.822,25,75,100,61,48,16,21,90,541,-1.11,0.82,0.5,0.21,0.26,-0.01,1.15,0.91,0.84,-0.26,-0.21,-0.17,0.59,-0.39,-0.43,0.54,-0.48,-0.32,0.65,-0.15,0.22,170.15,177.25
Allonzo Trier,PG,24,NYK,24,1,291,51,106,0.481,19,53,0.358,32,53,0.604,0.571,34,43,0.791,6,23,29,28,3,4,22,29,155,-0.38,-0.81,-0.93,-0.74,-0.77,0.33,-0.54,-0.58,0.42,-0.7,-0.76,0.79,0.59,-0.42,-0.45,0.39,-0.91,-0.62,-1.03,-0.63,-0.69,45.4,45.68
P.J. Tucker,PF,34,HOU,72,72,2467,177,426,0.415,107,299,0.358,70,127,0.551,0.541,39,48,0.813,112,364,476,115,77,36,72,229,500,2.05,1.31,2.07,0.09,0.22,-0.27,1.06,1.13,0.42,-0.38,-0.42,0.36,0.31,-0.37,-0.41,0.49,1.8,0.15,1.73,0.66,0.12,225.35,237.05
Rayjon Tucker,SG,22,UTA,20,0,161,20,43,0.465,3,17,0.176,17,26,0.654,0.5,19,23,0.826,3,17,20,5,1,1,8,10,62,-0.86,-0.99,-1.11,-0.94,-0.96,0.18,-0.84,-0.83,-0.83,-0.83,-0.88,1.19,-0.07,-0.59,-0.63,0.56,-0.97,-0.82,-1.1,-0.76,-0.9,18.65,19.65
Evan Turner,PG,31,ATL,19,0,251,25,67,0.373,0,5,0,25,62,0.403,0.373,12,14,0.857,8,30,38,38,9,8,26,20,62,1.32,-1.03,-0.99,-0.91,-0.89,-0.66,-0.89,-0.91,-2.04,-0.76,-0.71,-0.84,-1.24,-0.67,-0.72,0.7,-0.86,-0.53,-0.81,-0.47,-0.9,28.1,25.2
Myles Turner,C,23,IND,62,62,1826,268,587,0.457,86,250,0.344,182,337,0.54,0.53,127,169,0.751,86,321,407,72,46,132,85,166,749,-0.62,0.87,1.18,0.69,0.71,0.11,0.68,0.79,0.33,0.57,0.54,0.27,0.21,0.63,0.7,0.2,1.38,-0.23,0.57,4.56,0.71,264.42,282.68
Jarrod Uthoff,SF,26,TOT,7,0,53,7,18,0.389,3,9,0.333,4,9,0.444,0.472,2,2,1,2,4,6,0,1,0,0,2,19,0.11,-1.56,-1.26,-1.03,-1.04,-0.51,-0.84,-0.88,0.25,-0.94,-0.96,-0.5,-0.33,-0.79,-0.83,1.38,-1.05,-0.86,-1.1,-0.8,-1.01,6.38,6.9
Jonas Valančiūnas,C,27,MEM,70,70,1845,432,739,0.585,32,91,0.352,400,648,0.617,0.606,148,200,0.74,213,575,788,131,30,76,127,185,1044,0.35,1.22,1.21,1.76,1.18,1.28,-0.31,-0.32,0.38,2.43,1.95,0.9,0.92,0.86,0.98,0.15,3.69,0.3,-0.02,2.29,1.4,350.53,364.58
Denzel Valentine,SF,26,CHI,36,5,488,97,237,0.409,46,137,0.336,51,100,0.51,0.506,6,8,0.75,9,65,74,43,26,6,26,51,246,0.11,-0.28,-0.66,-0.44,-0.36,-0.33,-0.05,0,0.27,-0.54,-0.54,0.03,-0.01,-0.74,-0.77,0.2,-0.64,-0.48,-0.17,-0.55,-0.47,87.42,89.47
Jarred Vanderbilt,SF-PF,20,TOT,11,0,46,5,8,0.625,0,1,0,5,7,0.714,0.625,2,2,1,3,6,9,2,3,1,7,6,12,-1.35,-1.38,-1.27,-1.04,-1.07,1.64,-0.89,-0.94,-2.04,-0.93,-0.96,1.68,1.09,-0.79,-0.83,1.38,-1.03,-0.85,-1.03,-0.76,-1.02,5.1,5.25
Fred VanVleet,PG,25,TOR,54,54,1928,319,773,0.413,146,374,0.39,173,399,0.434,0.507,168,198,0.848,18,185,203,357,100,17,121,132,952,-0.14,0.52,1.32,1.02,1.28,-0.29,1.77,1.65,0.65,0.5,0.82,-0.59,-0,1.09,0.96,0.66,0.14,2.3,2.58,-0.11,1.18,323.22,304.55
Gabe Vincent,PG,23,MIA,9,0,83,8,37,0.216,6,27,0.222,2,10,0.2,0.297,0,0,0,0,5,5,6,5,0,1,6,22,-0.62,-1.47,-1.22,-1.02,-0.98,-2.09,-0.78,-0.76,-0.51,-0.96,-0.95,-2.48,-1.95,-0.81,-0.84,-3.34,-1.06,-0.81,-0.95,-0.8,-1,11.07,11.4
Noah Vonleh,C-PF,24,TOT,36,1,377,52,92,0.565,3,15,0.2,49,77,0.636,0.582,25,32,0.781,37,87,124,28,11,6,21,40,132,-0.38,-0.28,-0.82,-0.73,-0.81,1.1,-0.84,-0.84,-0.67,-0.56,-0.65,1.05,0.69,-0.53,-0.55,0.34,-0.34,-0.62,-0.73,-0.55,-0.74,51.37,52.65
Nikola Vučević,C,29,ORL,62,62,1998,493,1033,0.477,98,289,0.339,395,744,0.531,0.525,131,167,0.784,140,533,673,222,54,47,88,135,1215,0.83,0.87,1.42,2.16,2.08,0.29,0.89,1.06,0.29,2.38,2.39,0.2,0.17,0.67,0.68,0.36,2.99,1.1,0.87,1.11,1.8,412.75,418.2
Dean Wade,PF,23,CLE,12,0,71,9,13,0.692,2,4,0.5,7,9,0.778,0.769,0,1,0,3,16,19,2,2,4,3,8,20,-0.62,-1.34,-1.24,-1.01,-1.05,2.25,-0.85,-0.92,1.4,-0.92,-0.96,2.2,2.43,-0.81,-0.83,-3.34,-0.97,-0.85,-1.07,-0.63,-1,8.5,9.05
Moritz Wagner,C,22,WAS,45,5,835,145,266,0.545,25,80,0.313,120,186,0.645,0.592,78,95,0.821,56,163,219,56,28,19,66,152,393,-0.86,0.12,-0.18,-0.12,-0.28,0.91,-0.44,-0.39,0.11,0.04,-0.15,1.12,0.79,0.07,0.02,0.53,0.24,-0.37,-0.1,-0.03,-0.13,128.22,132.88
Dion Waiters,SG,28,TOT,10,0,207,41,99,0.414,15,47,0.319,26,52,0.5,0.49,14,17,0.824,2,22,24,20,4,6,16,21,111,0.59,-1.43,-1.05,-0.8,-0.79,-0.28,-0.62,-0.62,0.16,-0.75,-0.76,-0.05,-0.16,-0.65,-0.69,0.55,-0.94,-0.69,-0.99,-0.55,-0.79,35.55,35.88
Kemba Walker,PG,29,BOS,56,56,1742,378,889,0.425,180,473,0.381,198,416,0.476,0.526,209,242,0.864,36,181,217,268,48,28,117,91,1145,0.83,0.6,1.07,1.41,1.64,-0.18,2.39,2.33,0.58,0.71,0.9,-0.25,0.18,1.55,1.36,0.74,0.23,1.51,0.65,0.34,1.64,354.05,350.25
Lonnie Walker,SG,21,SAS,61,12,988,152,357,0.426,41,101,0.406,111,256,0.434,0.483,44,61,0.721,23,116,139,68,32,14,44,78,389,-1.11,0.82,0.03,-0.08,0,-0.17,-0.14,-0.25,0.76,-0.03,0.17,-0.59,-0.22,-0.31,-0.29,0.06,-0.25,-0.26,0.05,-0.23,-0.14,131.2,132.4
Tyrone Wallace,SG,25,ATL,14,0,160,14,44,0.318,1,15,0.067,13,29,0.448,0.33,11,17,0.647,3,19,22,13,7,1,10,19,40,-0.14,-1.25,-1.11,-0.98,-0.96,-1.16,-0.87,-0.84,-1.58,-0.86,-0.86,-0.47,-1.64,-0.68,-0.69,-0.29,-0.95,-0.75,-0.88,-0.76,-0.96,17.1,17.05
Derrick Walton,PG,24,TOT,26,1,248,18,39,0.462,10,24,0.417,8,15,0.533,0.59,7,9,0.778,2,14,16,27,7,0,5,21,53,-0.38,-0.72,-0.99,-0.96,-0.97,0.15,-0.71,-0.78,0.83,-0.91,-0.93,0.22,0.77,-0.73,-0.76,0.33,-0.99,-0.63,-0.88,-0.8,-0.93,21.15,19.42
Brad Wanamaker,PG,30,BOS,71,1,1369,162,362,0.448,37,102,0.363,125,260,0.481,0.499,126,136,0.926,22,122,144,179,61,14,76,133,487,1.08,1.27,0.55,-0.01,0.02,0.03,-0.22,-0.24,0.46,0.09,0.19,-0.21,-0.08,0.62,0.4,1.03,-0.22,0.72,1.13,-0.23,0.09,164.35,154.33
T.J. Warren,SF,26,IND,67,67,2202,534,997,0.536,91,226,0.403,443,771,0.575,0.581,167,204,0.819,68,212,280,99,78,34,84,187,1326,0.11,1.09,1.7,2.43,1.97,0.83,0.77,0.62,0.74,2.79,2.51,0.56,0.69,1.08,1.02,0.52,0.61,0.01,1.76,0.58,2.06,357.35,367.8
P.J. Washington,PF,21,CHO,58,57,1759,268,589,0.455,86,230,0.374,182,359,0.507,0.528,88,136,0.647,58,258,316,123,51,44,93,158,710,-1.11,0.69,1.09,0.69,0.72,0.09,0.68,0.65,0.54,0.57,0.64,0,0.19,0.19,0.4,-0.29,0.83,0.22,0.76,0.99,0.62,242.25,248.45
Yuta Watanabe,SG,25,MEM,18,0,105,15,34,0.441,3,8,0.375,12,26,0.462,0.485,3,8,0.375,7,13,20,5,5,1,2,9,36,-0.14,-1.07,-1.19,-0.98,-0.99,-0.04,-0.84,-0.89,0.54,-0.87,-0.88,-0.36,-0.21,-0.77,-0.77,-1.57,-0.97,-0.82,-0.95,-0.76,-0.97,14.03,14.53
Tremont Waters,PG,22,BOS,11,1,119,14,49,0.286,4,24,0.167,10,25,0.4,0.327,8,8,1,0,12,12,16,10,2,15,13,40,-0.86,-1.38,-1.17,-0.98,-0.94,-1.45,-0.82,-0.78,-0.89,-0.89,-0.88,-0.86,-1.67,-0.72,-0.77,1.38,-1.01,-0.72,-0.77,-0.72,-0.96,17.52,17.02
Paul Watson,SF-SG,25,TOT,10,0,87,10,26,0.385,4,12,0.333,6,14,0.429,0.462,7,9,0.778,2,15,17,8,4,1,3,5,31,-0.14,-1.43,-1.22,-1.01,-1.01,-0.55,-0.82,-0.86,0.25,-0.92,-0.93,-0.63,-0.42,-0.73,-0.76,0.33,-0.98,-0.79,-0.99,-0.76,-0.98,12.2,12.38
Quinndary Weatherspoon,SG,23,SAS,11,0,78,5,17,0.294,1,5,0.2,4,12,0.333,0.324,1,2,0.5,1,6,7,11,3,1,5,8,12,-0.62,-1.38,-1.23,-1.04,-1.04,-1.38,-0.87,-0.91,-0.67,-0.94,-0.94,-1.4,-1.7,-0.8,-0.83,-0.98,-1.04,-0.77,-1.03,-0.76,-1.02,7.18,6.28
Russell Westbrook,PG,31,HOU,57,57,2049,604,1281,0.472,55,213,0.258,549,1068,0.514,0.493,290,380,0.763,100,351,451,401,93,20,255,200,1553,1.32,0.65,1.49,2.89,2.85,0.25,0.11,0.53,-0.27,3.69,3.86,0.06,-0.13,2.47,2.62,0.26,1.64,2.69,2.32,0.02,2.59,472.78,452.95
Coby White,SG,19,CHI,65,1,1674,312,792,0.394,133,376,0.354,179,416,0.43,0.478,102,129,0.791,28,202,230,175,49,6,109,117,859,-1.59,1,0.97,0.97,1.34,-0.47,1.53,1.66,0.4,0.55,0.9,-0.62,-0.27,0.34,0.33,0.39,0.31,0.68,0.68,-0.55,0.96,284.28,285.47
Derrick White,SG,25,SAS,68,20,1677,253,552,0.458,79,216,0.366,174,336,0.518,0.53,180,211,0.853,35,188,223,241,44,59,89,152,765,-0.14,1.13,0.98,0.59,0.6,0.12,0.55,0.55,0.48,0.5,0.53,0.09,0.21,1.23,1.08,0.68,0.26,1.27,0.5,1.6,0.74,250.78,241.45
Hassan Whiteside,C,30,POR,67,61,2008,436,702,0.621,4,7,0.571,432,695,0.622,0.624,164,239,0.686,258,647,905,78,26,196,120,196,1040,1.08,1.09,1.43,1.79,1.07,1.61,-0.82,-0.9,1.89,2.7,2.17,0.94,1.08,1.04,1.34,-0.11,4.39,-0.17,-0.17,7.16,1.39,362.58,387.25
Andrew Wiggins,SF-SG,24,TOT,54,54,1858,437,978,0.447,111,334,0.332,326,644,0.506,0.504,190,268,0.709,66,208,274,198,45,53,132,127,1175,-0.38,0.52,1.23,1.79,1.92,0.02,1.13,1.37,0.25,1.8,1.93,-0,-0.03,1.34,1.6,0,0.57,0.89,0.54,1.35,1.71,354.48,356.85
Grant Williams,PF,21,BOS,69,5,1043,87,211,0.412,24,96,0.25,63,115,0.548,0.469,39,54,0.722,59,119,178,68,30,36,50,163,237,-1.11,1.18,0.1,-0.5,-0.44,-0.3,-0.45,-0.28,-0.32,-0.44,-0.47,0.34,-0.35,-0.37,-0.35,0.06,-0.01,-0.26,-0.02,0.66,-0.49,103.45,105.4
Johnathan Williams,C,24,WAS,15,6,180,19,34,0.559,0,2,0,19,32,0.594,0.559,7,13,0.538,24,40,64,8,1,8,5,16,45,-0.38,-1.21,-1.09,-0.95,-0.99,1.04,-0.89,-0.93,-2.04,-0.81,-0.85,0.71,0.48,-0.73,-0.72,-0.8,-0.7,-0.79,-1.1,-0.47,-0.94,20.7,21.9
Kenrich Williams,PF,25,NOP,39,18,832,51,147,0.347,25,97,0.258,26,50,0.52,0.432,9,26,0.346,51,135,186,57,27,21,22,88,136,-0.14,-0.15,-0.19,-0.74,-0.64,-0.9,-0.44,-0.27,-0.27,-0.75,-0.77,0.11,-0.7,-0.71,-0.61,-1.71,0.04,-0.36,-0.13,0.06,-0.73,79,81.42
Lou Williams,SG,33,LAC,65,8,1864,391,936,0.418,111,315,0.352,280,621,0.451,0.477,292,339,0.861,31,170,201,365,43,12,182,80,1185,1.81,1,1.24,1.49,1.79,-0.25,1.13,1.24,0.38,1.41,1.83,-0.45,-0.28,2.49,2.25,0.72,0.13,2.37,0.46,-0.31,1.73,359.55,339.45
Marvin Williams,PF,33,TOT,58,1,1129,119,267,0.446,56,156,0.359,63,111,0.568,0.551,49,57,0.86,30,153,183,60,36,30,33,103,343,1.81,0.69,0.22,-0.29,-0.27,0.01,0.13,0.13,0.43,-0.44,-0.49,0.5,0.41,-0.25,-0.32,0.72,0.02,-0.33,0.2,0.42,-0.25,127.38,132.83
Robert Williams,C,22,BOS,29,1,388,64,88,0.727,0,0,0,64,88,0.727,0.727,22,34,0.647,40,88,128,27,22,35,21,51,150,-0.86,-0.59,-0.8,-0.65,-0.82,2.57,-0.89,-0.95,-2.04,-0.43,-0.6,1.79,2.04,-0.56,-0.53,-0.29,-0.31,-0.63,-0.32,0.62,-0.7,57.08,59.18
Nigel Williams-Goss,PG,25,UTA,10,0,50,5,16,0.313,2,7,0.286,3,9,0.333,0.375,2,2,1,2,4,6,6,3,1,3,6,14,-0.14,-1.43,-1.27,-1.04,-1.04,-1.21,-0.85,-0.9,-0.07,-0.95,-0.96,-1.4,-1.23,-0.79,-0.83,1.38,-1.05,-0.81,-1.03,-0.76,-1.02,6.7,6.47
Zion Williamson,PF,19,NOP,24,24,668,210,360,0.583,6,14,0.429,204,346,0.59,0.592,114,178,0.64,64,86,150,50,16,9,59,42,540,-1.59,-0.81,-0.41,0.3,0.01,1.26,-0.78,-0.85,0.91,0.76,0.58,0.68,0.79,0.48,0.78,-0.32,-0.18,-0.42,-0.54,-0.43,0.22,139.17,142.25
